Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo X-' X-s O-Nik X-##ke X-##i O-Index O-of B-dependent-225 B-head-stocks O-jumped O-52 X-##7 X-. X-39 O-points O-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"""The company turned the corner fairly recently in profitability,"" said Margo McGlade of PaineWebber Inc., who had been forecasting a 46% jump in Pace's net income from operations this year and another 42% increase next year.","O-"" O-The O-company O-turned O-the O-corner O-fairly O-recently O-in O-profit X-##ability O-, O-"" O-said O-Mar X-##go O-M X-##c X-##G X-##lade O-of O-Pain X-##e X-##W X-##eb X-##ber O-Inc X-. O-, O-who O-had O-been O-forecast X-##ing O-a B-dependent-46 B-head-% O-jump O-in O-Pace O-' X-s O-net O-income O-from O-operations O-this O-year O-and O-another O-42 O-% O-increase O-next O-year O-."
"""The company turned the corner fairly recently in profitability,"" said Margo McGlade of PaineWebber Inc., who had been forecasting a 46% jump in Pace's net income from operations this year and another 42% increase next year.","O-"" O-The O-company O-turned O-the O-corner O-fairly O-recently O-in O-profit X-##ability O-, O-"" O-said O-Mar X-##go O-M X-##c X-##G X-##lade O-of O-Pain X-##e X-##W X-##eb X-##ber O-Inc X-. O-, O-who O-had O-been O-forecast X-##ing O-a O-46 O-% O-jump O-in O-Pace O-' X-s O-net O-income O-from O-operations O-this O-year O-and O-another B-dependent-42 B-head-% O-increase O-next O-year O-."
But some analysts contend K mart has agreed to pay too much for Pace.,O-But O-some O-analysts O-con X-##tend B-dependent-K B-head-ma X-##rt O-has O-agreed O-to O-pay O-too O-much O-for O-Pace O-.
"""If K mart can't get its act together in discounting, why is it spending time worrying about other growing markets?""","O-"" O-If B-dependent-K B-head-ma X-##rt O-ca O-n X-' X-t O-get O-its O-act O-together O-in O-discount X-##ing O-, O-why O-is O-it O-spending O-time O-worrying O-about O-other O-growing O-markets O-? O-"""
"She said, ""I would say K mart's number one job is to address its market-share loss {in discount stores}, which longer-term will lead to improved profit margins.","O-She O-said O-, O-"" O-I O-would O-say B-dependent-K B-head-ma X-##rt O-' X-s O-number O-one O-job O-is O-to O-address O-its O-market O-- O-share O-loss O-{ X-in O-discount O-stores X-} O-, O-which O-longer O-- O-term O-will O-lead O-to O-improved O-profit O-margins O-."
"She said, ""I would say K mart's number one job is to address its market-share loss {in discount stores}, which longer-term will lead to improved profit margins.","O-She O-said O-, O-"" O-I O-would O-say O-K O-ma X-##rt O-' X-s O-number B-dependent-one B-head-job O-is O-to O-address O-its O-market O-- O-share O-loss O-{ X-in O-discount O-stores X-} O-, O-which O-longer O-- O-term O-will O-lead O-to O-improved O-profit O-margins O-."
"For instance, K mart is opening big food and general merchandise stores, called hypermarkets, and warehouse-type stores specializing in office products and sporting goods.","O-For O-instance O-, B-dependent-K B-head-ma X-##rt O-is O-opening O-big O-food O-and O-general O-merchandise O-stores O-, O-called O-h X-##yper X-##market X-##s O-, O-and O-warehouse O-- O-type O-stores O-specializing O-in O-office O-products O-and O-sporting O-goods O-."
"In composite trading on the New York Stock Exchange, K mart closed yesterday at $36 a share, up 12.5 cents.","O-In O-composite O-trading O-on O-the O-New O-York O-Stock O-Exchange O-, B-dependent-K B-head-ma X-##rt O-closed O-yesterday O-at O-$ O-36 O-a O-share O-, O-up O-12 X-. X-5 O-cents O-."
"In composite trading on the New York Stock Exchange, K mart closed yesterday at $36 a share, up 12.5 cents.","O-In O-composite O-trading O-on O-the O-New O-York O-Stock O-Exchange O-, O-K O-ma X-##rt O-closed O-yesterday O-at B-head-$ B-dependent-36 O-a O-share O-, O-up O-12 X-. X-5 O-cents O-."
"In composite trading on the New York Stock Exchange, K mart closed yesterday at $36 a share, up 12.5 cents.","O-In O-composite O-trading O-on O-the O-New O-York O-Stock O-Exchange O-, O-K O-ma X-##rt O-closed O-yesterday O-at O-$ O-36 O-a O-share O-, O-up B-dependent-12 X-. X-5 B-head-cents O-."
Pace rose $2.625 to close at $22.125 a share in national over-the-counter trading.,O-Pace O-rose B-head-$ B-dependent-2 X-. X-625 O-to O-close O-at O-$ O-22 X-. X-125 O-a O-share O-in O-national O-over O-- O-the O-- O-counter O-trading O-.
Pace rose $2.625 to close at $22.125 a share in national over-the-counter trading.,O-Pace O-rose O-$ O-2 X-. X-625 O-to O-close O-at B-head-$ B-dependent-22 X-. X-125 O-a O-share O-in O-national O-over O-- O-the O-- O-counter O-trading O-.
A K mart spokesman said the acquisition would be financed with short-term borrowings.,O-A B-dependent-K O-ma X-##rt B-head-spokesman O-said O-the O-acquisition O-would O-be O-financed O-with O-short O-- O-term O-borrow X-##ings O-.
"Under terms of the agreement, a K mart subsidiary will soon make a tender offer for Pace shares.","O-Under O-terms O-of O-the O-agreement O-, O-a B-dependent-K O-ma X-##rt B-head-subsidiary O-will O-soon O-make O-a O-tender O-offer O-for O-Pace O-shares O-."
"Within 10 minutes after an 11:13 a.m. trading halt in UAL, parent of United Airlines, the Dow Jones Industrial Average plunged nearly 27 points to a 60.25-point deficit.","O-Within B-dependent-10 B-head-minutes O-after O-an O-11 X-: X-13 O-a X-. X-m X-. O-trading O-halt O-in O-U X-##AL O-, O-parent O-of O-United O-Airlines O-, O-the O-Dow O-Jones O-Industrial O-Average O-plunged O-nearly O-27 O-points O-to O-a O-60 X-. X-25 O-- O-point O-deficit O-."
"Within 10 minutes after an 11:13 a.m. trading halt in UAL, parent of United Airlines, the Dow Jones Industrial Average plunged nearly 27 points to a 60.25-point deficit.","O-Within O-10 O-minutes O-after O-an B-dependent-11 X-: X-13 B-head-a X-. X-m X-. O-trading O-halt O-in O-U X-##AL O-, O-parent O-of O-United O-Airlines O-, O-the O-Dow O-Jones O-Industrial O-Average O-plunged O-nearly O-27 O-points O-to O-a O-60 X-. X-25 O-- O-point O-deficit O-."
"Within 10 minutes after an 11:13 a.m. trading halt in UAL, parent of United Airlines, the Dow Jones Industrial Average plunged nearly 27 points to a 60.25-point deficit.","O-Within O-10 O-minutes O-after O-an O-11 X-: X-13 O-a X-. X-m X-. O-trading O-halt O-in O-U X-##AL O-, O-parent O-of O-United O-Airlines O-, O-the O-Dow O-Jones O-Industrial O-Average O-plunged O-nearly B-dependent-27 B-head-points O-to O-a O-60 X-. X-25 O-- O-point O-deficit O-."
"Within 10 minutes after an 11:13 a.m. trading halt in UAL, parent of United Airlines, the Dow Jones Industrial Average plunged nearly 27 points to a 60.25-point deficit.","O-Within O-10 O-minutes O-after O-an O-11 X-: X-13 O-a X-. X-m X-. O-trading O-halt O-in O-U X-##AL O-, O-parent O-of O-United O-Airlines O-, O-the O-Dow O-Jones O-Industrial O-Average O-plunged O-nearly O-27 O-points O-to O-a B-dependent-60 X-. X-25 O-- B-head-point O-deficit O-."
"Computer-guided buying then kicked in, and the industrials regained 27 points in five minutes.","O-Computer O-- O-guided O-buying O-then O-kicked O-in O-, O-and O-the O-industrial X-##s O-regained B-dependent-27 B-head-points O-in O-five O-minutes O-."
"Computer-guided buying then kicked in, and the industrials regained 27 points in five minutes.","O-Computer O-- O-guided O-buying O-then O-kicked O-in O-, O-and O-the O-industrial X-##s O-regained O-27 O-points O-in B-dependent-five B-head-minutes O-."
The lightning moves show that the stock market remains fragile and volatile -- ready to jump at the slightest rumor -- a few days after its shocking 190.58-point plunge.,O-The O-lightning O-moves O-show O-that O-the O-stock O-market O-remains O-fragile O-and O-volatile O-- X-- O-ready O-to O-jump O-at O-the O-slightest O-rumor O-- X-- O-a O-few O-days O-after O-its O-shocking B-dependent-190 X-. X-58 O-- B-head-point O-p X-##lung X-##e O-.
"New York Stock Exchange volume was a heavy 224,070,000 shares.","O-New O-York O-Stock O-Exchange O-volume O-was O-a O-heavy B-dependent-224 X-, X-07 X-##0 X-, X-000 B-head-shares O-."
The stock tumbled 24 7/8 to 198 on volume of 2.8 million shares.,O-The O-stock O-tumbled O-24 O-7 X-/ X-8 O-to O-198 O-on O-volume O-of O-2 X-. X-8 B-dependent-million B-head-shares O-.
Previous monthly expirations of the Major Market Index futures and Standard & Poor's 100-stock index options have produced spectacular volatility.,O-Previous O-monthly O-ex X-##piration X-##s O-of O-the O-Major O-Market O-Index O-future X-##s O-and O-Standard O-& O-Poor O-' X-s B-dependent-100 O-- B-head-stock O-index O-options O-have O-produced O-spectacular O-vol X-##ati X-##lity O-.
"Chase Manhattan, which sold 14 million additional shares at 40 1/8 Monday through an underwriting group led by Goldman Sachs, closed down 1/8 to 40.","O-Chase O-Manhattan O-, O-which O-sold O-14 B-dependent-million O-additional B-head-shares O-at O-40 O-1 X-/ X-8 O-Monday O-through O-an O-under X-##writing O-group O-led O-by O-Goldman O-Sachs O-, O-closed O-down O-1 X-/ X-8 O-to O-40 O-."
"Citicorp fell 1/2 to 32, and Manufacturers Hanover slipped 3/8 to 40 1/4.","O-C X-##itic X-##or X-##p O-fell O-1 X-/ X-2 O-to O-32 O-, O-and O-Man X-##uf X-##act X-##urers O-Hanover O-slipped B-dependent-3 X-/ X-8 O-to O-40 B-head-1 X-/ X-4 O-."
"AMR, the parent of American Airlines, continued to retreat in the wake of New York developer Donald Trump's decision to withdraw his $120-a-share takeover bid.","O-AM X-##R O-, O-the O-parent O-of O-American O-Airlines O-, O-continued O-to O-retreat O-in O-the O-wake O-of O-New O-York O-developer O-Donald O-Trump O-' X-s O-decision O-to O-withdraw O-his B-head-$ B-dependent-120 O-- O-a X-- O-share O-takeover O-bid O-."
The stock fell 3 1/4 to 73 1/4 on 3.4 million shares.,O-The O-stock O-fell O-3 O-1 X-/ X-4 O-to O-73 O-1 X-/ X-4 O-on O-3 X-. X-4 B-dependent-million B-head-shares O-.
"Delta Air Lines fell 1 7/8 to 67 7/8, USAir Group dropped 3/4 to 40 1/4, Southwest Airlines dipped 1/2 to 25 and Alaska Air Group slid 3/8 to 24 1/4.","O-Delta O-Air O-Lines O-fell O-1 O-7 X-/ X-8 O-to O-67 O-7 X-/ X-8 O-, O-USA X-##ir O-Group O-dropped B-head-3 X-/ B-dependent-4 O-to O-40 O-1 X-/ X-4 O-, O-Southwest O-Airlines O-dipped O-1 X-/ X-2 O-to O-25 O-and O-Alaska O-Air O-Group O-slid O-3 X-/ X-8 O-to O-24 O-1 X-/ X-4 O-."
"But Texas Air, the owner of Continental and Eastern airlines, bucked the group's decline by rising 7/8 to 14 5/8 in American Stock Exchange trading.","O-But O-Texas O-Air O-, O-the O-owner O-of O-Continental O-and O-Eastern O-airlines O-, O-b X-##uck X-##ed O-the O-group O-' X-s O-decline O-by O-rising B-dependent-7 X-/ X-8 O-to O-14 B-head-5 X-/ X-8 O-in O-American O-Stock O-Exchange O-trading O-."
"Eastern said it is ahead of schedule in resuming its operations after filing earlier this year for Chapter 11 bankruptcy protection, from which it expects to emerge early next year.","O-Eastern O-said O-it O-is O-ahead O-of O-schedule O-in O-re X-##suming O-its O-operations O-after O-filing O-earlier O-this O-year O-for B-head-Chapter B-dependent-11 O-bankruptcy O-protection O-, O-from O-which O-it O-expects O-to O-emerge O-early O-next O-year O-."
"Philip Morris, the most active Big Board issue for the second consecutive session, was unchanged at 43 1/4 on 3.9 million shares.","O-Philip O-Morris O-, O-the O-most O-active O-Big O-Board O-issue O-for O-the O-second O-consecutive O-session O-, O-was O-unchanged O-at O-43 B-dependent-1 X-/ X-4 O-on O-3 X-. X-9 O-million B-head-shares O-."
"Philip Morris, the most active Big Board issue for the second consecutive session, was unchanged at 43 1/4 on 3.9 million shares.","O-Philip O-Morris O-, O-the O-most O-active O-Big O-Board O-issue O-for O-the O-second O-consecutive O-session O-, O-was O-unchanged O-at O-43 O-1 X-/ X-4 O-on O-3 X-. X-9 B-dependent-million B-head-shares O-."
"Standard & Poor's 500-stock index fell 1.69 to 341.16, and the New York Stock Exchange Composite Index fell 0.88 to 188.89.","O-Standard O-& O-Poor O-' X-s B-dependent-500 O-- B-head-stock O-index O-fell O-1 X-. X-69 O-to O-34 X-##1 X-. X-16 O-, O-and O-the O-New O-York O-Stock O-Exchange O-Co X-##mpo X-##site O-Index O-fell O-0 X-. X-88 O-to O-188 X-. X-89 O-."
Philips Industries tumbled 3/8 to 22 7/8; Hilton Hotels fell 2 1/2 to 92 and Holiday Corp. fell 2 1/8 to 69 7/8.,O-Philips O-Industries O-tumbled O-3 X-/ X-8 O-to O-22 O-7 X-/ X-8 O-; O-Hilton O-Hotels O-fell O-2 O-1 X-/ X-2 O-to O-92 O-and O-Holiday O-Corp X-. O-fell O-2 O-1 X-/ X-8 O-to B-dependent-69 B-head-7 X-/ X-8 O-.
"Among other blue chips, Exxon gained 1/8 to 45 1/2.","O-Among O-other O-blue O-chips O-, O-Ex X-##xon O-gained B-dependent-1 X-/ X-8 O-to O-45 B-head-1 X-/ X-2 O-."
The only industry group to show a gain from the industrial average's record high on Oct. 9 is restaurants.,O-The O-only O-industry O-group O-to O-show O-a O-gain O-from O-the O-industrial O-average O-' X-s O-record O-high O-on B-head-Oct X-. B-dependent-9 O-is O-restaurants O-.
"Among the three worst-performing groups, with declines of 10% to 20%, are airlines, casinos and securities brokers.","O-Among O-the B-dependent-three O-worst O-- O-performing B-head-groups O-, O-with O-decline X-##s O-of O-10 O-% O-to O-20 O-% O-, O-are O-airlines O-, O-casino X-##s O-and O-securities O-broker X-##s O-."
"Among the three worst-performing groups, with declines of 10% to 20%, are airlines, casinos and securities brokers.","O-Among O-the O-three O-worst O-- O-performing O-groups O-, O-with O-decline X-##s O-of B-dependent-10 B-head-% O-to O-20 O-% O-, O-are O-airlines O-, O-casino X-##s O-and O-securities O-broker X-##s O-."
"Among the three worst-performing groups, with declines of 10% to 20%, are airlines, casinos and securities brokers.","O-Among O-the O-three O-worst O-- O-performing O-groups O-, O-with O-decline X-##s O-of O-10 O-% O-to B-dependent-20 B-head-% O-, O-are O-airlines O-, O-casino X-##s O-and O-securities O-broker X-##s O-."
The Nasdaq composite index closed down 1.05 to 459.93 on volume of 161.5 million shares.,O-The O-Na X-##s X-##da X-##q O-composite O-index O-closed O-down O-1 X-. X-05 O-to O-45 X-##9 X-. X-93 O-on O-volume O-of O-161 X-. X-5 B-dependent-million B-head-shares O-.
"""Because there is a lot more volatility now, if guys see that they can make a quick 10% or 15% profit, they'll take it.""","O-"" O-Because O-there O-is O-a O-lot O-more O-vol X-##ati X-##lity O-now O-, O-if O-guys O-see O-that O-they O-can O-make O-a O-quick B-dependent-10 B-head-% O-or O-15 O-% O-profit O-, O-they O-' X-ll O-take O-it O-. O-"""
"""Because there is a lot more volatility now, if guys see that they can make a quick 10% or 15% profit, they'll take it.""","O-"" O-Because O-there O-is O-a O-lot O-more O-vol X-##ati X-##lity O-now O-, O-if O-guys O-see O-that O-they O-can O-make O-a O-quick O-10 O-% O-or B-dependent-15 B-head-% O-profit O-, O-they O-' X-ll O-take O-it O-. O-"""
"Compaq Computer gained 2 1/8 to 103 3/4 on two million shares, reflecting market optimism about the prospects for its newly introduced notebook-sized computer.","O-Co X-##mp X-##aq O-Computer O-gained B-dependent-2 B-head-1 X-/ X-8 O-to O-103 O-3 X-/ X-4 O-on O-two O-million O-shares O-, O-reflecting O-market O-op X-##ti X-##mism O-about O-the O-prospects O-for O-its O-newly O-introduced O-notebook O-- O-sized O-computer O-."
"Compaq Computer gained 2 1/8 to 103 3/4 on two million shares, reflecting market optimism about the prospects for its newly introduced notebook-sized computer.","O-Co X-##mp X-##aq O-Computer O-gained O-2 O-1 X-/ X-8 O-to O-103 O-3 X-/ X-4 O-on O-two B-dependent-million B-head-shares O-, O-reflecting O-market O-op X-##ti X-##mism O-about O-the O-prospects O-for O-its O-newly O-introduced O-notebook O-- O-sized O-computer O-."
B.F. Goodrich dropped 1 3/8 to 49 1/8.,O-B X-. X-F X-. O-Good X-##rich O-dropped B-dependent-1 B-head-3 X-/ X-8 O-to O-49 O-1 X-/ X-8 O-.
B.F. Goodrich dropped 1 3/8 to 49 1/8.,O-B X-. X-F X-. O-Good X-##rich O-dropped O-1 O-3 X-/ X-8 O-to B-dependent-49 B-head-1 X-/ X-8 O-.
Blue Arrow added 1/2 to 17 1/4.,O-Blue O-Arrow O-added B-dependent-1 X-/ X-2 O-to O-17 B-head-1 X-/ X-4 O-.
"The British company plans to change its name to Manpower, the name of its U.S. unit, and write off part of nearly $1.2 billion in good will as a possible prelude to reincorporating in the U.S.","O-The O-British O-company O-plans O-to O-change O-its O-name O-to O-Man X-##power O-, O-the O-name O-of O-its O-U X-. X-S X-. O-unit O-, O-and O-write O-off O-part O-of O-nearly B-head-$ O-1 X-. X-2 B-dependent-billion O-in O-good O-will O-as O-a O-possible O-pre X-##lude O-to O-re X-##in X-##cor X-##por X-##ating O-in O-the O-U X-. X-S O-."
