Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of B-CD-225 O-stocks O-jumped B-CD-52 X-##7 X-. X-39 O-points O-to O-close O-at B-CD-34 X-##9 X-##9 X-##6 X-. X-08 O-.
A&W Brands lost 1/4 to 27.,O-A O-& O-W O-Brand X-##s O-lost B-CD-1 O-/ B-CD-4 O-to B-CD-27 O-.
But its thirdquarter earnings rose to 26 cents a share from 18 cents a share last year.,O-But O-its O-third X-##qua X-##rter O-earnings O-rose O-to B-CD-26 O-cents O-a O-share O-from B-CD-18 O-cents O-a O-share O-last O-year O-.
Capital Associates dropped 1 to 5 3/8.,O-Capital O-Associates O-dropped B-CD-1 O-to B-CD-5 B-CD-3 O-/ B-CD-8 O-.
"The company, which leases technology equipment, reported substantially lower net income for its fiscal first quarter, which ended Aug. 31.","O-The O-company O-, O-which O-lease X-##s O-technology O-equipment O-, O-reported O-substantially O-lower O-net O-income O-for O-its O-fiscal O-first O-quarter O-, O-which O-ended O-Aug X-. B-CD-31 O-."
"ADIA SERVICES INC., Menlo Park, temporary personnel agency, annual sales of $504 million, OTC, said all 30 offices in Bay area were working, but in various states of disarray.","O-AD X-##IA O-SE X-##R X-##VI X-##CE X-##S O-IN X-##C X-. O-, O-Men X-##lo O-Park O-, O-temporary O-personnel O-agency O-, O-annual O-sales O-of O-$ B-CD-50 X-##4 B-CD-million O-, O-O X-##TC O-, O-said O-all B-CD-30 O-offices O-in O-Bay O-area O-were O-working O-, O-but O-in O-various O-states O-of O-di X-##sar X-##ray O-."
"ADVANCED MICRO DEVICES INC., Sunnyvale, integrated circuit maker, annual sales of $1.12 billion, NYSE, had only minor structural damage.","O-AD X-##VA X-##NC X-##ED O-MI X-##CR X-##O O-DE X-##VI X-##CE X-##S O-IN X-##C X-. O-, O-Sunny X-##vale O-, O-integrated O-circuit O-maker O-, O-annual O-sales O-of O-$ B-CD-1 X-. X-12 B-CD-billion O-, O-NY X-##SE O-, O-had O-only O-minor O-structural O-damage O-."
"Most of its 4,500 workers were at work yesterday, and no production slowdown was anticipated as long as electricity remains available.","O-Most O-of O-its B-CD-4 X-, X-500 O-workers O-were O-at O-work O-yesterday O-, O-and O-no O-production O-slow X-##down O-was O-anticipated O-as O-long O-as O-electricity O-remains O-available O-."
"AMDAHL CORP., Sunnyvale, computer maker, annual sales of $1.8 billion, Amex, was closed yesterday and no damage estimates were available.","O-AM X-##DA X-##HL O-CO X-##RP X-. O-, O-Sunny X-##vale O-, O-computer O-maker O-, O-annual O-sales O-of O-$ B-CD-1 X-. X-8 B-CD-billion O-, O-Am X-##ex O-, O-was O-closed O-yesterday O-and O-no O-damage O-estimates O-were O-available O-."
"AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc., San Francisco, provider of maintenance services, annual revenue of $582 million, NYSE, had some damage to headquarters and lost phone service, but operations were moved to a branch office and are running smoothly thanks to a decentralized computer system the company had developed before the quake.","O-AM X-##ER X-##IC X-##AN O-B X-##UI X-##LD X-##ING O-MA X-##IN X-##TE X-##NA X-##NC X-##E O-IN X-##D X-##US X-##TR X-##IE X-##S O-Inc X-. O-, O-San O-Francisco O-, O-provider O-of O-maintenance O-services O-, O-annual O-revenue O-of O-$ B-CD-58 X-##2 B-CD-million O-, O-NY X-##SE O-, O-had O-some O-damage O-to O-headquarters O-and O-lost O-phone O-service O-, O-but O-operations O-were O-moved O-to O-a O-branch O-office O-and O-are O-running O-smoothly O-thanks O-to O-a O-decent X-##ral X-##ized O-computer O-system O-the O-company O-had O-developed O-before O-the O-q X-##ua X-##ke O-."
"AMERICAN PRESIDENT COS., Oakland, shipping concern, annual sales of $2.2 billion, NYSE, had little damage to the cranes, dock or rail track at its container-ship facility near the collapsed Route 880 overpass.","O-AM X-##ER X-##IC X-##AN O-PR X-##ES X-##ID X-##EN X-##T O-CO X-##S X-. O-, O-Oakland O-, O-shipping O-concern O-, O-annual O-sales O-of O-$ B-CD-2 X-. X-2 B-CD-billion O-, O-NY X-##SE O-, O-had O-little O-damage O-to O-the O-crane X-##s O-, O-dock O-or O-rail O-track O-at O-its O-container X-- X-ship O-facility O-near O-the O-collapsed O-Route B-CD-88 X-##0 O-over X-##pass O-."
"ANACOMP INC., Indianapolis, NYSE, said its Xidex Corp. unit, a Sunnyvale maker of computer disks and microfilm with annual sales of $637 million, had only minor damage and is fully operational.","O-AN X-##AC X-##OM X-##P O-IN X-##C X-. O-, O-Indianapolis O-, O-NY X-##SE O-, O-said O-its O-Xi X-##de X-##x O-Corp O-. O-unit O-, O-a O-Sunny X-##vale O-maker O-of O-computer O-disks O-and O-micro X-##film O-with O-annual O-sales O-of O-$ B-CD-63 X-##7 B-CD-million O-, O-had O-only O-minor O-damage O-and O-is O-fully O-operational O-."
"ANTHEM ELECTRONICS INC., San Jose, distributor of electronic parts, annual sales of about $300 million, NYSE, sustained very little damage, anticipated being ""in 100% operating condition"" by midday.","O-AN X-##TH X-##EM O-E X-##LE X-##CT X-##RO X-##NI X-##CS O-IN X-##C X-. O-, O-San O-Jose O-, O-distributor O-of O-electronic O-parts O-, O-annual O-sales O-of O-about O-$ B-CD-300 B-CD-million O-, O-NY X-##SE O-, O-sustained O-very O-little O-damage O-, O-anticipated O-being O-"" O-in B-CD-100 O-% O-operating O-condition O-"" O-by O-mid X-##day O-."
"APPLE COMPUTER CO., Cupertino, computer maker, annual sales of $4.07 billion, OTC, sustained some structural damage.","O-AP X-##PL X-##E O-CO X-##MP X-##UT X-##ER O-CO X-. O-, O-Cup X-##ert X-##ino O-, O-computer O-maker O-, O-annual O-sales O-of O-$ B-CD-4 X-. X-07 B-CD-billion O-, O-O X-##TC O-, O-sustained O-some O-structural O-damage O-."
"APPLIED MATERIALS INC., Santa Clara, maker of computer-chip machine systems, annual sales of $490 million, OTC, had slight damage to headquarters, no damage to manufacturing plants.","O-AP X-##PL X-##IE X-##D O-MA X-##TE X-##RI X-##AL X-##S O-IN X-##C X-. O-, O-Santa O-Clara O-, O-maker O-of O-computer X-- X-chip O-machine O-systems O-, O-annual O-sales O-of O-$ B-CD-490 B-CD-million O-, O-O X-##TC O-, O-had O-slight O-damage O-to O-headquarters O-, O-no O-damage O-to O-manufacturing O-plants O-."
"Company, with 1,750 workers in area, is fully functional.","O-Company O-, O-with B-CD-1 X-, X-750 O-workers O-in O-area O-, O-is O-fully O-functional O-."
"ATARI CORP., Sunnyvale, maker of personal computers and software, annual sales of $700 million, Amex, had minor damage and expects to be fully operational by tomorrow.","O-AT X-##AR X-##I O-CO X-##RP X-. O-, O-Sunny X-##vale O-, O-maker O-of O-personal O-computers O-and O-software O-, O-annual O-sales O-of O-$ B-CD-700 B-CD-million O-, O-Am X-##ex O-, O-had O-minor O-damage O-and O-expects O-to O-be O-fully O-operational O-by O-tomorrow O-."
"BANKAMERICA Corp., San Francisco, bank holding company, annual revenue of $10.2 billion, NYSE, yesterday had no power at its headquarters, 80 of its 433 Northern California branches were closed and 250 of 750 automatic teller machines were closed in the area.","O-BA X-##N X-##KA X-##ME X-##RI X-##CA O-Corp X-. O-, O-San O-Francisco O-, O-bank O-holding O-company O-, O-annual O-revenue O-of O-$ B-CD-10 X-. X-2 B-CD-billion O-, O-NY X-##SE O-, O-yesterday O-had O-no O-power O-at O-its O-headquarters O-, B-CD-80 O-of O-its B-CD-43 X-##3 O-Northern O-California O-branches O-were O-closed O-and B-CD-250 O-of B-CD-750 O-automatic O-tell X-##er O-machines O-were O-closed O-in O-the O-area O-."
"BECHTEL CORP., San Francisco, engineering and construction concern, annual sales of $4 billion, had only minor structural damage at its three buildings in the city, but its computers were knocked out.","O-B X-##EC X-##HT X-##EL O-CO X-##RP X-. O-, O-San O-Francisco O-, O-engineering O-and O-construction O-concern O-, O-annual O-sales O-of O-$ B-CD-4 B-CD-billion O-, O-had O-only O-minor O-structural O-damage O-at O-its B-CD-three O-buildings O-in O-the O-city O-, O-but O-its O-computers O-were O-knocked O-out O-."
"BIO-RAD LABORATORIES INC., Hercules, biological research and clinical-products leader, $200 million in annual sales, Amex, said its Richmond warehouse north of San Francisco was closed because of debris and fallen shelves.","O-B X-##IO X-- X-RA X-##D O-LA X-##BO X-##RA X-##TO X-##RI X-##ES O-IN X-##C X-. O-, O-Hercules O-, O-biological O-research O-and O-clinical X-- X-products O-leader O-, O-$ B-CD-200 B-CD-million O-in O-annual O-sales O-, O-Am X-##ex O-, O-said O-its O-Richmond O-warehouse O-north O-of O-San O-Francisco O-was O-closed O-because O-of O-debris O-and O-fallen O-shelves O-."
"BORLAND INTERNATIONAL, Scotts Valley, personal computer and software designer, annual sales of $72 million, had heavy damage to its headquarters and was conducting business from its parking lot.","O-B X-##OR X-##LA X-##ND O-IN X-##TE X-##RNA X-##TI X-##ON X-##AL O-, O-Scott X-##s O-Valley O-, O-personal O-computer O-and O-software O-designer O-, O-annual O-sales O-of O-$ B-CD-72 B-CD-million O-, O-had O-heavy O-damage O-to O-its O-headquarters O-and O-was O-conducting O-business O-from O-its O-parking O-lot O-."
"BUSINESSLAND INC., San Jose, computer retail company, annual sales of $1.1 billion, NYSE, said all 16 corporate office and stores in the area were open with the exception of a retail center in San Francisco's business district.","O-B X-##US X-##IN X-##ES X-##SL X-##AN X-##D O-IN X-##C X-. O-, O-San O-Jose O-, O-computer O-retail O-company O-, O-annual O-sales O-of O-$ B-CD-1 X-. X-1 B-CD-billion O-, O-NY X-##SE O-, O-said O-all B-CD-16 O-corporate O-office O-and O-stores O-in O-the O-area O-were O-open O-with O-the O-exception O-of O-a O-retail O-center O-in O-San O-Francisco O-' X-s O-business O-district O-."
"CARTER HAWLEY HALE STORES Inc., Los Angeles, retailer, annual sales of $2.79 billion, NYSE, said nine of its 22 Emporium stores in the area were closed because of water damage, broken windows and fallen displays.","O-CA X-##RT X-##ER O-H X-##A X-##W X-##LE X-##Y O-H X-##AL X-##E O-ST X-##OR X-##ES O-Inc X-. O-, O-Los O-Angeles O-, O-retailer O-, O-annual O-sales O-of O-$ B-CD-2 X-. X-79 B-CD-billion O-, O-NY X-##SE O-, O-said B-CD-nine O-of O-its B-CD-22 O-Em X-##por X-##ium O-stores O-in O-the O-area O-were O-closed O-because O-of O-water O-damage O-, O-broken O-windows O-and O-fallen O-displays O-."
"CHEVRON CORP., San Francisco, oil company, annual sales of $25.2 billion, NYSE, had minor damage to downtown headquarters, but structural damage closed two of its seven buildings in San Ramone industrial park.","O-CH X-##E X-##VR X-##ON O-CO X-##RP X-. O-, O-San O-Francisco O-, O-oil O-company O-, O-annual O-sales O-of O-$ B-CD-25 X-. X-2 B-CD-billion O-, O-NY X-##SE O-, O-had O-minor O-damage O-to O-downtown O-headquarters O-, O-but O-structural O-damage O-closed B-CD-two O-of O-its B-CD-seven O-buildings O-in O-San O-Ramon X-##e O-industrial O-park O-."
"CLOROX Co., Oakland, consumer products, annual sales of $1.36 billion, NYSE, was closed yesterday but plans to reopen today or tomorrow.","O-C X-##L X-##OR X-##OX O-Co X-. O-, O-Oakland O-, O-consumer O-products O-, O-annual O-sales O-of O-$ B-CD-1 X-. X-36 B-CD-billion O-, O-NY X-##SE O-, O-was O-closed O-yesterday O-but O-plans O-to O-re X-##ope X-##n O-today O-or O-tomorrow O-."
"COHERENT INC., Palo Alto, laser maker, annual sales of $159 million, was closed yesterday but expects to reopen today.","O-CO X-##H X-##ER X-##EN X-##T O-IN X-##C X-. O-, O-Pa X-##lo O-Alto O-, O-laser O-maker O-, O-annual O-sales O-of O-$ B-CD-159 B-CD-million O-, O-was O-closed O-yesterday O-but O-expects O-to O-re X-##ope X-##n O-today O-."
"CONSOLIDATED FREIGHTWAYS INC., Menlo Park, trucking company, $2.69 billion in annual sales, NYSE, had structural damage to CF Motor Freight subsidiary's office in Palo Alto, no damage in Menlo Park.","O-CO X-##NS X-##OL X-##ID X-##AT X-##ED O-F X-##RE X-##IG X-##HT X-##WA X-##Y X-##S O-IN X-##C X-. O-, O-Men X-##lo O-Park O-, O-truck X-##ing O-company O-, O-$ B-CD-2 X-. X-69 B-CD-billion O-in O-annual O-sales O-, O-NY X-##SE O-, O-had O-structural O-damage O-to O-CF O-Motor O-Fr X-##ei X-##ght O-subsidiary O-' X-s O-office O-in O-Pa X-##lo O-Alto O-, O-no O-damage O-in O-Men X-##lo O-Park O-."
"COOPER COMPANIES INC., Palo Alto, medical products maker, annual sales of $628 million, NYSE, had little damage and was in full operation yesterday.","O-CO X-##OP X-##ER O-CO X-##MP X-##AN X-##IE X-##S O-IN X-##C X-. O-, O-Pa X-##lo O-Alto O-, O-medical O-products O-maker O-, O-annual O-sales O-of O-$ B-CD-62 X-##8 B-CD-million O-, O-NY X-##SE O-, O-had O-little O-damage O-and O-was O-in O-full O-operation O-yesterday O-."
"DAYTON HUDSON CORP., Minneapolis, retailer, annual sales of $12.2 billion, NYSE, closed seven of its 13 Bay-area Target discount stores and nine of its 20 Mervyn's department stores because of pending reviews by structural engineers or requests from authorities, who were trying to keep shoppers off the freeways.","O-D X-##A X-##Y X-##TO X-##N O-H X-##U X-##DS X-##ON O-CO X-##RP X-. O-, O-Minneapolis O-, O-retailer O-, O-annual O-sales O-of O-$ B-CD-12 X-. X-2 B-CD-billion O-, O-NY X-##SE O-, O-closed B-CD-seven O-of O-its B-CD-13 O-Bay X-- X-area O-Target O-discount O-stores O-and B-CD-nine O-of O-its B-CD-20 O-Me X-##r X-##vyn O-' X-s O-department O-stores O-because O-of O-pending O-reviews O-by O-structural O-engineers O-or O-requests O-from O-authorities O-, O-who O-were O-trying O-to O-keep O-shop X-##pers O-off O-the O-freeway X-##s O-."
The company expects to reopen three Target stores and all but two Mervyn's today or tomorrow.,O-The O-company O-expects O-to O-re X-##ope X-##n B-CD-three O-Target O-stores O-and O-all O-but B-CD-two O-Me X-##r X-##vyn O-' X-s O-today O-or O-tomorrow O-.
"DIASONICS INC., South San Francisco, maker of magnetic resonance imaging equipment, annual sales of $281 million, Amex, had minor damage, mostly in a stockroom.","O-D X-##IA X-##SO X-##NI X-##CS O-IN X-##C X-. O-, O-South O-San O-Francisco O-, O-maker O-of O-magnetic O-resonance O-imaging O-equipment O-, O-annual O-sales O-of O-$ B-CD-281 B-CD-million O-, O-Am X-##ex O-, O-had O-minor O-damage O-, O-mostly O-in O-a O-stock X-##room O-."
"DIGITAL EQUIPMENT CORP., Maynard, Mass., computer maker, annual sales of $12.7 billion, NYSE, had structural damage at its San Francisco sales office but no appreciable damage elsewhere in the area, including its Cupertino plant.","O-D X-##IG X-##IT X-##AL O-E X-##Q X-##UI X-##PM X-##EN X-##T O-CO X-##RP X-. O-, O-Maynard O-, O-Mass X-. O-, O-computer O-maker O-, O-annual O-sales O-of O-$ B-CD-12 X-. X-7 B-CD-billion O-, O-NY X-##SE O-, O-had O-structural O-damage O-at O-its O-San O-Francisco O-sales O-office O-but O-no O-app X-##re X-##cia X-##ble O-damage O-elsewhere O-in O-the O-area O-, O-including O-its O-Cup X-##ert X-##ino O-plant O-."
"DREYER'S GRAND ICE CREAM INC., Oakland, ice cream maker, annual sales of $225 million, OTC, said it is delivering ice cream wherever roads are passable.","O-DR X-##E X-##Y X-##ER X-' X-S O-G X-##RA X-##ND O-I X-##CE O-CR X-##EA X-##M O-IN X-##C X-. O-, O-Oakland O-, O-ice O-cream O-maker O-, O-annual O-sales O-of O-$ B-CD-225 B-CD-million O-, O-O X-##TC O-, O-said O-it O-is O-delivering O-ice O-cream O-wherever O-roads O-are O-pass X-##able O-."
"EVEREX SYSTEMS INC., Fremont, maker of personal computers and peripherals, annual sales of $377 million, OTC, had minor damage and was almost fully operational yesterday.","O-E X-##VE X-##RE X-##X O-S X-##Y X-##ST X-##EM X-##S O-IN X-##C X-. O-, O-Fr X-##emont O-, O-maker O-of O-personal O-computers O-and O-peripheral X-##s O-, O-annual O-sales O-of O-$ B-CD-37 X-##7 B-CD-million O-, O-O X-##TC O-, O-had O-minor O-damage O-and O-was O-almost O-fully O-operational O-yesterday O-."
"FORD MOTOR CO., Dearborn, Mich., auto maker, annual sales of $92.4 billion, NYSE, said its three Ford Aerospace unit facilities in the Bay area, including a satellite-assembly operation in Palo Alto, had no major damage.","O-F X-##OR X-##D O-M X-##OT X-##OR O-CO X-. O-, O-Dear X-##born O-, O-Mi X-##ch X-. O-, O-auto O-maker O-, O-annual O-sales O-of O-$ B-CD-92 X-. X-4 B-CD-billion O-, O-NY X-##SE O-, O-said O-its B-CD-three O-Ford O-Aerospace O-unit O-facilities O-in O-the O-Bay O-area O-, O-including O-a O-satellite X-- X-assembly O-operation O-in O-Pa X-##lo O-Alto O-, O-had O-no O-major O-damage O-."
"GAP Inc., San Bruno, clothing retailer, annual sales of $1.25 billion, NYSE, expects most of its stores to return to full operation and all 2,500 of its Bay-area workers to be back at work by today.","O-GA X-##P O-Inc X-. O-, O-San O-Bruno O-, O-clothing O-retailer O-, O-annual O-sales O-of O-$ B-CD-1 X-. X-25 B-CD-billion O-, O-NY X-##SE O-, O-expects O-most O-of O-its O-stores O-to O-return O-to O-full O-operation O-and O-all B-CD-2 X-, X-500 O-of O-its O-Bay X-- X-area O-workers O-to O-be O-back O-at O-work O-by O-today O-."
"GENENTECH INC., South San Francisco, biotechnology company, annual sales of $334.8 million, NYSE, sustained no major damage and expects to be fully operational today.","O-GE X-##NE X-##NT X-##EC X-##H O-IN X-##C X-. O-, O-South O-San O-Francisco O-, O-bio X-##tech X-##nology O-company O-, O-annual O-sales O-of O-$ B-CD-33 X-##4 X-. X-8 B-CD-million O-, O-NY X-##SE O-, O-sustained O-no O-major O-damage O-and O-expects O-to O-be O-fully O-operational O-today O-."
