Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of O-225 O-stocks O-jumped O-52 X-##7 X-. X-39 O-points B-TO-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
The stock recovered somewhat to finish 1 1/4 lower at 26 1/4.,O-The O-stock O-recovered O-somewhat B-TO-to O-finish O-1 O-1 O-/ O-4 O-lower O-at O-26 O-1 O-/ O-4 O-.
Wall Street Journal reporters called companies with headquarters or facilities in the Bay area in a bid to assess the damage to their operations caused by Tuesday's earthquake.,O-Wall O-Street O-Journal O-reporters O-called O-companies O-with O-headquarters O-or O-facilities O-in O-the O-Bay O-area O-in O-a O-bid B-TO-to O-assess O-the O-damage O-to O-their O-operations O-caused O-by O-Tuesday O-' X-s O-earthquake O-.
"The company expects to work a ship due in today with minimal delays, despite sporadic power.","O-The O-company O-expects B-TO-to O-work O-a O-ship O-due O-in O-today O-with O-minimal O-delays O-, O-despite O-s X-##poradic O-power O-."
"ATARI CORP., Sunnyvale, maker of personal computers and software, annual sales of $700 million, Amex, had minor damage and expects to be fully operational by tomorrow.","O-AT X-##AR X-##I O-CO X-##RP X-. O-, O-Sunny X-##vale O-, O-maker O-of O-personal O-computers O-and O-software O-, O-annual O-sales O-of O-$ O-700 O-million O-, O-Am X-##ex O-, O-had O-minor O-damage O-and O-expects B-TO-to O-be O-fully O-operational O-by O-tomorrow O-."
"Backup computer tapes were hand-carried to an IBM office in Philadelphia, and the company expects its mainframe to be up in a few days.","O-Back X-##up O-computer O-tapes O-were O-hand X-- X-carried O-to O-an O-IBM O-office O-in O-Philadelphia O-, O-and O-the O-company O-expects O-its O-main X-##frame B-TO-to O-be O-up O-in O-a O-few O-days O-."
"Workers, except for senior management, were asked not to report for work yesterday.","O-Workers O-, O-except O-for O-senior O-management O-, O-were O-asked O-not B-TO-to O-report O-for O-work O-yesterday O-."
It expects to be fully operational by next week.,O-It O-expects B-TO-to O-be O-fully O-operational O-by O-next O-week O-.
"A spokesman said sales are expected to be hurt, but the losses are covered by insurance.","O-A O-spokesman O-said O-sales O-are O-expected B-TO-to O-be O-hurt O-, O-but O-the O-losses O-are O-covered O-by O-insurance O-."
Company expects to be fully operational by next week.,O-Company O-expects B-TO-to O-be O-fully O-operational O-by O-next O-week O-.
"CLOROX Co., Oakland, consumer products, annual sales of $1.36 billion, NYSE, was closed yesterday but plans to reopen today or tomorrow.","O-C X-##L X-##OR X-##OX O-Co X-. O-, O-Oakland O-, O-consumer O-products O-, O-annual O-sales O-of O-$ O-1 X-. X-36 O-billion O-, O-NY X-##SE O-, O-was O-closed O-yesterday O-but O-plans B-TO-to O-re X-##ope X-##n O-today O-or O-tomorrow O-."
Expects to be fully operational early next week.,O-Ex X-##pect X-##s B-TO-to O-be O-fully O-operational O-early O-next O-week O-.
"COHERENT INC., Palo Alto, laser maker, annual sales of $159 million, was closed yesterday but expects to reopen today.","O-CO X-##H X-##ER X-##EN X-##T O-IN X-##C X-. O-, O-Pa X-##lo O-Alto O-, O-laser O-maker O-, O-annual O-sales O-of O-$ O-159 O-million O-, O-was O-closed O-yesterday O-but O-expects B-TO-to O-re X-##ope X-##n O-today O-."
"DAYTON HUDSON CORP., Minneapolis, retailer, annual sales of $12.2 billion, NYSE, closed seven of its 13 Bay-area Target discount stores and nine of its 20 Mervyn's department stores because of pending reviews by structural engineers or requests from authorities, who were trying to keep shoppers off the freeways.","O-D X-##A X-##Y X-##TO X-##N O-H X-##U X-##DS X-##ON O-CO X-##RP X-. O-, O-Minneapolis O-, O-retailer O-, O-annual O-sales O-of O-$ O-12 X-. X-2 O-billion O-, O-NY X-##SE O-, O-closed O-seven O-of O-its O-13 O-Bay X-- X-area O-Target O-discount O-stores O-and O-nine O-of O-its O-20 O-Me X-##r X-##vyn O-' X-s O-department O-stores O-because O-of O-pending O-reviews O-by O-structural O-engineers O-or O-requests O-from O-authorities O-, O-who O-were O-trying B-TO-to O-keep O-shop X-##pers O-off O-the O-freeway X-##s O-."
The company expects to reopen three Target stores and all but two Mervyn's today or tomorrow.,O-The O-company O-expects B-TO-to O-re X-##ope X-##n O-three O-Target O-stores O-and O-all O-but O-two O-Me X-##r X-##vyn O-' X-s O-today O-or O-tomorrow O-.
The company plans to be fully operational today.,O-The O-company O-plans B-TO-to O-be O-fully O-operational O-today O-.
"GAP Inc., San Bruno, clothing retailer, annual sales of $1.25 billion, NYSE, expects most of its stores to return to full operation and all 2,500 of its Bay-area workers to be back at work by today.","O-GA X-##P O-Inc X-. O-, O-San O-Bruno O-, O-clothing O-retailer O-, O-annual O-sales O-of O-$ O-1 X-. X-25 O-billion O-, O-NY X-##SE O-, O-expects O-most O-of O-its O-stores B-TO-to O-return O-to O-full O-operation O-and O-all O-2 X-, X-500 O-of O-its O-Bay X-- X-area O-workers B-TO-to O-be O-back O-at O-work O-by O-today O-."
"GENENTECH INC., South San Francisco, biotechnology company, annual sales of $334.8 million, NYSE, sustained no major damage and expects to be fully operational today.","O-GE X-##NE X-##NT X-##EC X-##H O-IN X-##C X-. O-, O-South O-San O-Francisco O-, O-bio X-##tech X-##nology O-company O-, O-annual O-sales O-of O-$ O-33 X-##4 X-. X-8 O-million O-, O-NY X-##SE O-, O-sustained O-no O-major O-damage O-and O-expects B-TO-to O-be O-fully O-operational O-today O-."
It expects any impact on its business to be slight.,O-It O-expects O-any O-impact O-on O-its O-business B-TO-to O-be O-slight O-.
The company expects all branches to reopen today.,O-The O-company O-expects O-all O-branches B-TO-to O-re X-##ope X-##n O-today O-.
"KAISER ALUMINUM & CHEMICAL, Oakland, metal and chemical maker, annual sales of $2.22 billion, had slight structural damage to its 28-story headquarters building and employees stayed home yesterday to allow crews to clean up.","O-K X-##A X-##IS X-##ER O-AL X-##UM X-##IN X-##UM O-& O-CH X-##EM X-##IC X-##AL O-, O-Oakland O-, O-metal O-and O-chemical O-maker O-, O-annual O-sales O-of O-$ O-2 X-. X-22 O-billion O-, O-had O-slight O-structural O-damage O-to O-its O-28 X-- X-story O-headquarters O-building O-and O-employees O-stayed O-home O-yesterday B-TO-to O-allow O-crews B-TO-to O-clean O-up O-."
All are expected to reopen soon.,O-All O-are O-expected B-TO-to O-re X-##ope X-##n O-soon O-.
The company expects to resume full operations by today.,O-The O-company O-expects B-TO-to O-resume O-full O-operations O-by O-today O-.
"NORDSTROM INC., Seattle, retailer, annual sales $2.33 billion, OTC, five of this 59-store chain's nine stores in the Bay Area were closed yesterday, damage appears primarily cosmetic, hopes to reopen four of the stores by today and the fifth by Saturday.","O-NO X-##RD X-##ST X-##RO X-##M O-IN X-##C X-. O-, O-Seattle O-, O-retailer O-, O-annual O-sales O-$ O-2 X-. X-33 O-billion O-, O-O X-##TC O-, O-five O-of O-this O-59 X-- X-store O-chain O-' X-s O-nine O-stores O-in O-the O-Bay O-Area O-were O-closed O-yesterday O-, O-damage O-appears O-primarily O-co X-##sm X-##etic O-, O-hopes B-TO-to O-re X-##ope X-##n O-four O-of O-the O-stores O-by O-today O-and O-the O-fifth O-by O-Saturday O-."
"ORACLE SYSTEMS CORP., Belmont, provider of computer programming and software services, annual sales $584 million, four of 12 offices and buildings in the Belmont and San Mateo areas were closed, 95% of computer and telephone systems are operating, expects to be back to full operation by the end of the week.","O-OR X-##AC X-##LE O-S X-##Y X-##ST X-##EM X-##S O-CO X-##RP X-. O-, O-Belmont O-, O-provider O-of O-computer O-programming O-and O-software O-services O-, O-annual O-sales O-$ O-58 X-##4 O-million O-, O-four O-of O-12 O-offices O-and O-buildings O-in O-the O-Belmont O-and O-San O-Mateo O-areas O-were O-closed O-, O-95 O-% O-of O-computer O-and O-telephone O-systems O-are O-operating O-, O-expects B-TO-to O-be O-back O-to O-full O-operation O-by O-the O-end O-of O-the O-week O-."
"SEAGATE TECHNOLOGY, Scotts Valley, maker of hard disk drives for computers, annual sales of $1.37 billion, OTC, closed to assess what appeared to be minor damage to some of its 20 buildings.","O-SE X-##AG X-##AT X-##E O-T X-##EC X-##H X-##N X-##OL X-##O X-##G X-##Y O-, O-Scott X-##s O-Valley O-, O-maker O-of O-hard O-disk O-drives O-for O-computers O-, O-annual O-sales O-of O-$ O-1 X-. X-37 O-billion O-, O-O X-##TC O-, O-closed B-TO-to O-assess O-what O-appeared B-TO-to O-be O-minor O-damage O-to O-some O-of O-its O-20 O-buildings O-."
"SOUTHERN PACIFIC TRANSPORTATION CO., San Francisco, railroad, annual sales of $2.41 billion, had only minor damage to headquarters and tracks, and expects to be fully operational tomorrow.","O-S X-##O X-##UT X-##H X-##ER X-##N O-PA X-##CI X-##FI X-##C O-T X-##RA X-##NS X-##PO X-##RT X-##AT X-##ION O-CO X-. O-, O-San O-Francisco O-, O-railroad O-, O-annual O-sales O-of O-$ O-2 X-. X-41 O-billion O-, O-had O-only O-minor O-damage O-to O-headquarters O-and O-tracks O-, O-and O-expects B-TO-to O-be O-fully O-operational O-tomorrow O-."
"VLSI TECHNOLOGY INC., San Jose, maker of semiconductor products, annual sales $171.9 million, OTC, minimal damage to facilities, no injuries, expected operations to return to normal late yesterday.","O-V X-##LS X-##I O-T X-##EC X-##H X-##N X-##OL X-##O X-##G X-##Y O-IN X-##C X-. O-, O-San O-Jose O-, O-maker O-of O-semi X-##conductor O-products O-, O-annual O-sales O-$ O-171 X-. X-9 O-million O-, O-O X-##TC O-, O-minimal O-damage O-to O-facilities O-, O-no O-injuries O-, O-expected O-operations B-TO-to O-return O-to O-normal O-late O-yesterday O-."
"WYSE TECHNOLOGY INC., San Jose, maker of video display terminals and workstations and IBM/PC compatible computers, annual sales of $452 million, slight structural damage at headquarters, no injuries, expects to be back to full operation today.","O-W X-##Y X-##SE O-T X-##EC X-##H X-##N X-##OL X-##O X-##G X-##Y O-IN X-##C X-. O-, O-San O-Jose O-, O-maker O-of O-video O-display O-terminals O-and O-works X-##tations O-and O-IBM O-/ O-PC O-compatible O-computers O-, O-annual O-sales O-of O-$ O-45 X-##2 O-million O-, O-slight O-structural O-damage O-at O-headquarters O-, O-no O-injuries O-, O-expects B-TO-to O-be O-back O-to O-full O-operation O-today O-."
"But while they want to be on the alert for similar buying opportunities now, they're afraid of being hammered by another terrifying plunge.","O-But O-while O-they O-want B-TO-to O-be O-on O-the O-alert O-for O-similar O-buying O-opportunities O-now O-, O-they O-' X-re O-afraid O-of O-being O-hammer X-##ed O-by O-another O-terrifying O-p X-##lung X-##e O-."
"Because a put option gives its owner the right, but not the obligation, to sell a fixed number of shares of the stock at a stated price on or before the option's expiration date, the investor is protected against a sudden drop in the stock's price.","O-Because O-a O-put O-option O-gives O-its O-owner O-the O-right O-, O-but O-not O-the O-obligation O-, B-TO-to O-sell O-a O-fixed O-number O-of O-shares O-of O-the O-stock O-at O-a O-stated O-price O-on O-or O-before O-the O-option O-' X-s O-ex X-##piration O-date O-, O-the O-investor O-is O-protected O-against O-a O-sudden O-drop O-in O-the O-stock O-' X-s O-price O-."
"""You always want your house insured, but you don't always feel the need for your investments to be insured.""","O-"" O-You O-always O-want O-your O-house O-ins X-##ured O-, O-but O-you O-do O-n X-' X-t O-always O-feel O-the O-need O-for O-your O-investments B-TO-to O-be O-ins X-##ured O-. O-"""
"In addition to hedging new stock purchases, the married-put technique can be used to protect stocks that an investor already owns.","O-In O-addition O-to O-he X-##dging O-new O-stock O-purchases O-, O-the O-married X-- X-put O-technique O-can O-be O-used B-TO-to O-protect O-stocks O-that O-an O-investor O-already O-owns O-."
"To simplify the calculations, commissions on the option and underlying stock aren't included in the table.","B-TO-To O-si X-##mp X-##lify O-the O-calculations O-, O-commissions O-on O-the O-option O-and O-underlying O-stock O-are O-n X-' X-t O-included O-in O-the O-table O-."
So an investor who wanted to realize a profit on OEX puts after the trading suspension would have been out of luck.,O-So O-an O-investor O-who O-wanted B-TO-to O-realize O-a O-profit O-on O-O X-##EX O-puts O-after O-the O-trading O-suspension O-would O-have O-been O-out O-of O-luck O-.
"A call option is similar to a put, except that it gives its owner the right to buy shares at a stated price until expiration.","O-A O-call O-option O-is O-similar O-to O-a O-put O-, O-except O-that O-it O-gives O-its O-owner O-the O-right B-TO-to O-buy O-shares O-at O-a O-stated O-price O-until O-ex X-##piration O-."
"But if the price of the stock rises above the strike price of the option, the stock is almost certain to be called away.","O-But O-if O-the O-price O-of O-the O-stock O-rises O-above O-the O-strike O-price O-of O-the O-option O-, O-the O-stock O-is O-almost O-certain B-TO-to O-be O-called O-away O-."
"After Mr. Ackerman announced he was soliciting consents from shareholders in order to wrest control of Datapoint from Mr. Edelman, the corporate raider purchased 30% of Datapoint's shares.","O-After O-Mr X-. O-A X-##cker X-##man O-announced O-he O-was O-so X-##licit X-##ing O-consent X-##s O-from O-shareholders O-in O-order B-TO-to O-w X-##rest O-control O-of O-Data X-##point O-from O-Mr X-. O-Ed X-##el X-##man O-, O-the O-corporate O-raid X-##er O-purchased O-30 O-% O-of O-Data X-##point O-' X-s O-shares O-."
"An ebullient Kenneth Iverson, Nucor's chairman, says the company's plant eventually will make a ton of steel in 1.5 man hours, compared with four to six man hours at a conventional mill.","O-An O-e X-##bull X-##ient O-Kenneth O-I X-##vers X-##on O-, O-N X-##uc X-##or O-' X-s O-chairman O-, O-says O-the O-company O-' X-s O-plant O-eventually O-will O-make O-a O-ton O-of O-steel O-in O-1 X-. X-5 O-man O-hours O-, O-compared O-with O-four B-TO-to O-six O-man O-hours O-at O-a O-conventional O-mill O-."
"Already, USX Corp. and Armco Inc. are studying Nucor's technology to see if they can adopt it.","O-Already O-, O-US X-##X O-Corp X-. O-and O-Arm X-##co O-Inc X-. O-are O-studying O-N X-##uc X-##or O-' X-s O-technology B-TO-to O-see O-if O-they O-can O-adopt O-it O-."
The once-staid steel industry is about to be turned topsy-turvy by a 1990s technology revolution.,O-The O-once X-- X-s X-##tai X-##d O-steel O-industry O-is O-about B-TO-to O-be O-turned O-tops X-##y X-- X-t X-##ur X-##vy O-by O-a O-1990s O-technology O-revolution O-.
"New, efficient and sophisticated processes make it easier for smaller, less cash-rich companies to make steel at a fraction of what Big Steel paid decades ago.","O-New O-, O-efficient O-and O-sophisticated O-processes O-make O-it O-easier O-for O-smaller O-, O-less O-cash X-- X-rich O-companies B-TO-to O-make O-steel O-at O-a O-fraction O-of O-what O-Big O-Steel O-paid O-decades O-ago O-."
